,T98G,RD,A-673,L-1236,786-0,A498,A549,ACHN,BT-549,CAKI-1,CCRF-CEM,COLO 205,DU-145,EKVX,HCC-2998,HCT-15,HCT116,HOP-62,HOP-92,HS 578T,HT29,IGROV1,K-562,KM12,LOX IMVI,M14,MCF7,MDA-MB-231,MDA-MB-468,MOLT-4,NCI-H226,NCI-H322M,NCI-H522,NCIH23,OVCAR-4,OVCAR-5,OVCAR-8,OVCAR3,PC-3,RPMI-8226,RXF 393,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SN12C,SNB-75,SR,SW-620,T-47D,TK-10,U251,UACC-257,UACC62,UO-31,TC-71,HDLM-2,L-428,A2780,A375,A427,ES2,HT144,LOVO,MDAMB436,NCIH1650,NCIH2122,NCIH520,OCUBM,OV90,PA1,RKO,RPMI7951,SKMES1,SW837,UWB1289,VCAP,A2058
MFSD10,5.799885297,5.110338894,5.862669753,6.001136657,8.454909057,6.575662535,6.523384793,5.773221938,6.711679064,7.53925448,5.089844688,6.238243342,7.626519104,6.405031221,6.209092234,6.711572564,7.059152764,6.742409373,6.206488928,6.841573944,7.707478939,5.37722876,5.948151279,6.285355487,6.908199087,5.65661409,6.255279748,5.370660078,6.049455385,5.512317777,5.880000989,6.108057975,5.742330234,5.973887058,5.695111644,6.37788864,5.686736787,6.498750951,5.824861196,5.763857004,6.164173338,5.160112804,6.210797221,6.540649096,6.899753775,5.067544466,5.155006596,6.935619769,5.351206442,5.481208921,6.259622477,7.188805414,7.1227885,7.113336389,5.483538613,6.468264157,6.244873064,6.564633672,6.462067519,6.8818862,6.878432112,5.367273079,6.338440652,5.937925937,6.844246998,5.636526849,7.363147975,6.391263639,6.399698169,7.267621327,5.313248244,5.966016677,5.771910929,6.195564301,7.713346583,6.797662371,6.817611265,7.389351379,6.275893646,6.770509436,6.306294571
COPS7A,7.068010085,7.082191796,6.789734432,6.306067693,7.287775992,6.061962653,6.46009963,7.543678205,6.593654032,7.032712117,5.662771707,6.829766323,6.934205301,6.719997612,6.454016172,6.894158256,6.822558855,7.389086642,6.521090917,6.458381987,6.724250536,6.277764966,5.073434422,6.668640229,7.572635404,7.124028799,5.91188952,6.422456396,5.685718417,5.22976659,6.711924546,8.190504033,5.948507503,7.616749156,6.525612204,5.984370734,6.267484229,6.400869376,7.17099903,7.05480428,6.637414301,7.113643899,7.271539211,6.27219569,6.206061739,6.466255745,7.150938029,6.465317145,6.198530888,6.824867412,5.637451742,7.116484716,6.571634762,6.582154434,6.36046708,7.663875544,7.408200746,7.154681655,5.391152217,6.689965651,6.247607561,6.800115766,7.455600861,8.073585427,7.762425387,7.87090118,4.177430221,7.157916721,6.662244873,7.040848743,6.193568748,7.063733227,5.850827845,6.462302093,7.861233269,6.79237919,6.676685719,6.77923752,6.248233647,6.818516727,6.919886448
FIS1,9.098726829,9.424091328,8.269310915,8.138794263,9.012336467,9.725200886,8.866945952,9.396501536,9.39380884,9.106541248,8.594911399,9.142474266,9.623771143,10.07126162,9.988929565,9.772797646,8.893534675,9.084157632,10.41292138,9.022088129,10.36004261,9.155564267,9.474842879,9.21633975,9.409526742,8.92265587,11.07899941,8.456344616,8.39846579,9.424689755,9.236138142,7.767313769,8.724504344,9.244239675,10.54120041,9.609478131,8.865322653,9.222069556,9.519501839,9.924636351,8.939332871,9.111794103,9.527031083,8.449247262,9.65470794,10.02758007,10.233977,7.957928815,8.399496478,9.214792394,9.586632049,9.457614078,9.528410397,9.34871842,8.517034857,9.791153218,10.33090399,9.744983099,9.026300109,8.657528797,8.841718867,8.425727396,9.393685969,10.05711126,7.52437685,10.00429221,9.917957911,9.765208789,8.494362957,10.21030595,9.005605665,9.594341418,9.990489042,9.422670238,9.943608867,9.419706968,8.866679354,9.275311899,9.027695984,10.30633888,9.844749061
NUDT9,8.249216196,8.83880343,7.406663909,8.157790544,8.631892109,8.148755902,9.160059798,9.242828394,8.35842379,9.145712469,8.693391607,9.583398729,8.345166467,10.35219747,9.892001245,8.918266631,8.669879132,8.695727641,8.964208528,7.674251799,9.088751067,9.302279069,8.273151847,9.193328842,7.894498122,8.681768911,9.195434862,8.445535813,7.856450705,8.833431443,8.2906946,9.233712767,8.641234926,8.57955473,8.126450149,9.28673926,8.903905736,9.012099483,7.814317501,9.077032102,8.760285892,8.338617847,9.443922002,8.040675469,9.547776266,8.818367849,8.834094651,9.907265247,8.091645633,8.519843081,8.657202863,8.919448335,9.003584757,8.914173295,8.45819753,7.806544081,8.601818584,9.277762659,8.428909301,8.493706927,7.568651196,9.39462981,7.053843056,8.498251321,8.406615772,8.688497552,8.933449195,8.198493693,9.119466136,9.30012602,8.66119243,9.366417113,11.63452733,9.176212415,9.147621016,7.741980912,8.972174716,9.332068933,8.320728676,9.659670063,8.974228961
CSRP1,6.164404186,6.248047635,8.194522013,5.593508864,5.976325158,4.67364266,6.411808293,4.09944006,5.308961558,4.911392959,4.975582799,5.868559773,6.597700607,5.668731274,5.339405458,5.338039625,5.078350325,5.015243119,6.545202407,7.90704398,5.79947624,5.129129942,4.722274184,3.876382094,6.976267558,6.813592336,5.16195692,6.638966163,6.263630644,4.725257636,6.917562689,4.676010526,3.703623915,5.054822416,7.663959301,5.373062757,5.531316991,4.100684742,5.644706599,5.809170752,5.720866652,5.409619221,5.24421279,5.677839949,7.36805423,5.973999068,5.134690433,4.887511615,6.675763829,6.928079318,5.334867442,4.627407526,5.429006542,5.469497,5.479931459,7.270018593,6.570186549,5.97976592,4.48764708,7.326122136,5.029521796,3.655113939,4.852867634,5.033592824,5.979323402,6.350785448,4.750285526,5.791392858,4.823759761,6.035308973,3.728343949,5.537833022,4.120112466,3.36731818,5.528357877,6.564014838,5.901816653,4.663049764,5.335109233,5.513573748,6.79474742
TCTA,4.99947743,4.91660208,4.212205538,5.660006733,4.215538066,5.956146952,4.411277593,3.860987342,4.995399511,5.090208839,4.949171453,5.872158498,5.897553207,4.952396088,5.099527732,5.533142126,3.853360254,4.007841281,6.119883642,5.204403367,5.683170446,4.538398347,4.655177745,5.080274523,4.369651546,5.468431112,4.272452996,4.690972213,4.371253681,4.472760633,5.485850178,4.69462512,5.495470108,3.485872425,4.621658377,4.741910155,4.181728413,4.894523796,5.739437978,6.500202935,4.925498089,5.403713647,4.627293918,4.859163946,6.228311558,6.047255512,5.228657126,4.813185554,4.480325252,6.102000776,4.320246982,4.589634139,5.169985488,5.088830262,4.113609585,6.530687109,6.144439245,4.901547526,4.545271497,5.667107451,4.990928298,5.599540326,4.545086308,4.731071524,4.059343651,5.203936423,3.751357668,4.147816043,5.214428164,4.500299778,3.822842567,5.779271635,3.923653671,4.189106925,5.568497359,4.493152584,4.049589195,4.82940075,5.401889419,6.135032428,4.919157743
TLK2,6.681358409,6.660929923,6.820001408,7.139380635,6.206846848,6.50808383,6.847940986,6.550879902,6.617022279,7.068930334,6.981916231,6.614157744,6.504391308,6.663836591,6.428942089,7.143613752,7.003701353,6.805516423,7.323939432,6.239688556,6.689510306,6.328811027,6.57814737,6.480339298,6.488260389,6.13514387,7.78614,6.916332818,5.937674023,7.37510577,6.603229408,5.519049903,7.665121419,6.61547283,6.28084307,6.324012255,7.394500753,6.736811567,6.72304986,6.592853206,6.171185207,6.83252774,7.209113943,7.209713618,6.847140403,5.935842446,7.221144131,7.228929157,6.417960881,6.214267649,7.497133972,7.48419107,6.507525405,7.03224385,6.980102856,5.979337796,6.070280197,6.062903043,6.737586314,6.0253661,6.674202234,7.09629205,6.590660956,6.786596221,6.812403158,6.809645279,6.35249129,6.28041521,6.783322811,6.190852984,7.342197975,7.281032909,7.176195606,6.663498152,6.263128418,6.346391549,7.227932371,6.934982161,6.509958099,6.742101858,6.41460235
KIAA1033,6.414131132,7.061558531,6.706732054,6.711685086,5.107927974,6.81218583,7.211469067,8.951441697,6.425607856,7.563363525,6.19151201,7.066010098,6.270283318,6.745351524,7.545830196,6.400521321,6.760970598,7.092837822,6.954758052,7.333246784,7.060921123,8.082014849,6.493329804,6.292889379,6.956519902,7.623623296,6.976259725,7.857887652,6.960823153,6.236375231,7.707050356,5.513928128,6.709666328,7.430667562,6.318100988,6.667483156,6.957920305,6.784942543,6.345738122,6.405577031,7.094133642,7.439908218,7.081042946,7.450930954,7.284597854,7.113602099,7.21142494,6.691703941,7.604487656,6.728253615,7.325339466,6.19351119,6.729250975,7.623463922,6.574587031,7.486348331,6.668128361,7.112648578,7.328184477,6.782575715,6.687643198,7.16842646,6.84808362,7.277889571,6.940375825,6.780537468,5.241488075,6.637127277,7.294480397,7.736529037,6.209012174,6.781189636,7.358829154,6.818863368,6.287987954,6.773306139,5.952466574,6.716979448,6.835216185,4.746723038,6.673122798
DNAJB6,6.161797363,7.365964321,7.273253,7.36819099,6.901981114,9.001217309,6.358115788,6.730076285,7.842366992,7.734478669,7.07826533,7.159413883,7.068468374,6.115363961,7.378587761,6.434834681,5.992297076,6.442284344,6.904507699,7.180065046,7.174774136,5.163801434,7.391300454,5.663398322,6.603721935,8.024313859,5.989939498,7.766761323,6.354997729,8.22129724,8.429498153,4.738616871,6.268756898,6.249138214,7.441673985,6.470152553,7.366148999,6.567533526,7.380772737,6.525860116,8.388582108,6.696477709,7.089194366,6.78881934,7.676680508,6.818264887,7.125630537,6.501833487,8.809592457,7.192374097,6.419924448,7.095301268,5.800466727,7.861520628,4.740586684,7.648603068,5.557751748,6.667300142,7.24759667,7.542766869,7.645113047,5.583808956,6.903405644,6.312692939,7.978674947,8.192017106,4.154969722,7.64987088,6.260418486,6.449611961,6.053587926,6.276583056,8.397135781,6.555888067,7.077212198,5.787528167,6.325093985,6.553885883,7.764368587,6.588404732,8.057028454
TLR4,3.821163109,3.067236521,2.903921189,2.961269924,3.119982981,3.329057828,3.058639366,3.038416751,2.929017718,3.047167555,3.336319736,3.220787962,3.024231467,3.543673402,2.901571558,3.132876386,3.001463557,4.545638588,3.517208029,3.71864679,3.194636012,3.128506676,3.14906515,2.9033391,3.005424819,3.714456296,3.003446078,5.69134529,2.951787383,3.085402385,3.107002657,3.399998495,3.042047378,3.062047751,3.118006528,3.499174733,2.764167762,3.198683727,3.065638147,5.315661629,3.252306018,3.354001871,3.257400824,4.667996905,3.826334965,3.415726492,3.962857126,3.149091891,3.112492349,4.135096959,3.089312478,3.243956237,3.145061896,2.834001338,4.535992278,3.750762468,3.311363611,3.607848434,2.988750352,3.046660172,3.00811761,3.131778791,4.423560366,3.072307652,2.938767411,3.295099402,3.559147496,3.0143743,3.323299182,3.141166793,3.074390278,2.922077132,3.30365141,2.935323629,3.020214126,3.151477414,3.459105585,3.1773759,3.888723415,3.219502353,3.347794252
HMGCS1,8.740050649,7.573026773,9.05788929,8.856982226,6.632801787,7.16441266,7.288707826,5.583981527,8.157483045,6.637172919,9.11873689,8.102245036,8.456365918,8.095535977,7.592691322,8.161976236,6.103213556,7.429118074,6.217030663,9.440204184,7.769991626,9.11967101,8.799518371,7.337937741,7.315178407,7.072022106,6.643476563,7.956868958,8.73803897,9.242108449,7.238033755,8.745552104,6.228228771,7.455051886,8.035456645,7.62682318,6.407481978,9.45009942,6.49031187,8.018628307,7.072260549,8.24348871,6.744303935,10.14355861,5.457890963,7.986511027,7.148790615,5.597788823,8.383781633,8.16806413,7.657348425,6.013907867,6.489587435,6.350568177,6.195857888,6.825309307,6.277765565,9.100604627,10.11238476,7.167817465,8.557291238,7.138890616,4.945472331,7.755311871,5.590832461,5.894526432,10.12473874,7.838989049,8.534438689,7.214830354,8.010091192,9.806412124,8.242971051,9.248659445,5.410721738,8.784488222,7.824861519,6.812091351,9.485365889,8.181323319,7.763641016
SPRED2,3.658031782,5.30875813,4.967009406,3.40838394,4.310770676,3.611068135,4.11318712,3.84144523,3.599003552,3.794658868,4.348604653,5.088319436,4.020564036,3.69751057,3.986462826,4.908531421,4.667289796,4.243031103,4.252565139,3.943569108,5.467382476,4.522030695,4.674018538,4.558962121,4.857827027,4.680098063,3.626667377,4.620274411,3.822075958,4.179643386,3.569373207,4.256459191,4.933851958,4.535935887,3.957147562,4.740747528,3.755285424,3.770397032,5.048010448,4.432208256,4.100935504,3.999233398,4.293563265,3.665165311,4.471714176,5.066742702,4.407407424,4.601090058,3.846069066,3.3648043,4.505956725,4.582931612,3.954544204,3.811216185,3.964300047,4.910618102,4.430692906,3.798775263,4.634829226,4.905892162,3.914838301,5.217650212,4.492841185,4.79098958,4.030437674,4.66711832,3.583535403,3.754495543,4.232398664,3.984638508,4.079321792,4.202705926,4.554354708,3.745092687,5.168476998,4.328971964,4.403594586,3.7978438,4.446492261,4.097663915,4.467129844
MAP7,3.471605573,3.595162541,3.665623349,4.233797111,4.782327394,3.936823471,7.886433086,5.324757665,3.49938203,3.915674712,3.485641357,8.982798735,4.221875154,6.883154611,6.947333662,6.168376825,6.356789452,3.394749242,3.327207909,3.444192558,7.639819298,5.562979833,5.486632359,6.92345828,3.191085653,3.421850187,5.954964793,3.281558944,7.55821361,3.789915977,5.114808079,5.894262592,3.490801515,6.918481399,6.431079192,4.403349086,3.630904478,6.337106409,5.430993605,4.261110048,3.584342431,3.585823077,3.446755181,3.3239614,3.553920088,3.609185214,8.028644435,4.354381013,3.503831988,3.827942439,3.441544223,5.600789901,5.687016758,5.634957304,4.563418055,4.23520751,3.48462773,4.31514286,3.541961506,3.643513539,3.832888286,3.226892593,3.371390062,5.167103042,3.402013469,3.423366847,5.929061959,5.111670083,6.275348003,8.109632943,6.686357901,8.616359918,6.329438885,5.780719585,5.325089515,3.181309255,3.563560591,7.232734564,7.276173479,7.03447124,6.447657908
CHAC1,3.89056784,3.577180752,4.970177846,5.564661292,4.030577302,3.39406556,3.245788651,3.457378017,4.006326595,3.285614351,3.508188767,5.642998514,3.512100769,5.040827045,3.742595335,5.676924256,5.079262292,3.481136087,3.821855127,4.624079499,4.307200553,3.904167461,4.930716271,4.330053362,4.100371346,3.261030077,3.351541972,4.461596304,3.966102776,3.255130136,3.353824693,4.865728942,3.437595609,3.686568252,5.302846581,3.368402369,4.058306942,3.650541445,3.65769959,4.111419576,3.595378854,3.552787846,3.952369319,3.484815741,3.55392791,3.290206124,4.228649244,6.07765916,3.236995778,3.354645464,3.61951061,4.325798941,4.022054813,3.225370483,6.146070656,5.023797378,3.106327527,3.258558021,4.076979092,3.456188849,3.584269395,5.1765518,3.276357013,4.144575151,3.881322898,4.115341441,4.153013434,3.592427406,3.477010838,3.24426819,4.249592465,4.043853423,3.296554134,3.76122224,4.072083012,4.184026905,4.070475209,4.223818522,3.748817147,3.597270357,4.760469605
GNAS,11.99072756,12.09834334,12.07217342,11.73449388,12.15005794,12.11031842,11.4556921,11.53525476,12.13252623,11.92087606,12.13098947,11.59623481,11.81527532,11.88552302,10.89144318,11.89617311,11.72545004,11.88803313,11.85858483,11.79186627,12.16470708,11.7954145,11.10924649,11.86319446,11.87873712,11.8629784,12.09273108,11.86098502,11.09172011,12.20827068,11.41676052,11.88078089,11.93441856,12.02825561,12.02337643,11.67973351,11.8963136,12.103276,11.93046571,12.01725458,11.93580189,11.93921709,11.76566799,12.05578026,11.29013337,12.34635577,11.83456988,11.816368,11.63706938,11.89186718,11.66156819,11.56908074,11.7733207,11.61168089,11.85953617,11.95994187,12.5436014,11.85506367,11.55485374,10.53171046,11.00381734,11.59574369,12.35038663,11.7566503,11.68162153,12.24330438,11.36705533,11.67830111,12.69080455,10.80886885,11.12720056,11.82863613,11.5136022,11.84620167,11.90153936,12.30227134,11.51984142,11.76577694,12.44894383,11.74825152,11.76050586
TEX10,6.132367168,7.17939493,6.8337536,4.784194708,6.19986827,6.171667568,5.853637773,6.373450467,7.682059607,6.300973716,7.461710932,6.632195495,6.846760625,5.317360437,6.848744539,6.668715464,8.264931666,5.823403417,6.114264346,6.01797138,6.300996068,6.682670919,6.951774438,6.927988849,7.568636239,7.403661417,7.557057389,7.323215728,5.919379066,7.374050993,6.417897218,6.699790156,6.419138477,6.812478893,6.652379215,5.957098719,6.64296191,6.71215093,6.29986558,6.29961235,6.720670641,6.97274504,6.016644143,6.129016539,7.589236161,7.198439511,7.347489565,6.719456244,7.005415324,6.677743712,6.821715358,7.366527912,6.305618865,7.566074989,5.997715052,6.226240036,6.270698286,6.651051284,6.851048785,7.12774629,6.667357469,7.849941562,7.370116391,6.76751078,7.149692356,7.43505333,7.753279913,6.636798783,6.083669612,7.062465147,6.331389486,6.855466287,6.923427285,7.929585422,9.400387933,7.114008663,6.088643357,6.803418063,7.097224855,6.559500227,7.036777032
ZNF586,4.044161877,4.353871555,4.381790029,4.735324849,3.381812513,3.943310711,3.553096101,3.72442853,3.96967268,4.165981308,5.447356078,4.041201807,3.820294784,4.06631156,3.412507567,4.677008358,3.238863198,3.769494923,3.528511365,4.023009203,4.386873834,4.915849604,3.897904514,4.351196364,4.295862092,4.29647982,3.710834139,3.703823242,4.686948216,5.315677332,4.111720767,4.439741998,5.2927673,4.153026735,3.298015776,3.401856365,3.235665296,4.6784923,4.889902269,5.586081764,3.9988832,3.702866115,3.314420843,3.906885049,3.403263279,4.461201844,4.063558214,4.611898629,4.545152351,4.542939001,4.100759708,3.537493441,4.310289938,3.071425893,3.958435476,4.608247357,4.525819863,4.448977935,3.726596236,3.363529798,3.154507079,5.596360479,4.630907526,4.290423219,3.79286645,4.060526782,4.229688646,4.481420943,4.191997051,3.366127728,4.730927764,4.050773043,4.099982685,4.415002131,2.840632914,4.043978144,4.375109081,4.118708869,4.072535107,5.178199166,3.594990304
IKZF1,3.152896979,2.86008923,3.107838777,7.593978096,2.986584778,3.127742948,3.014304399,3.15162176,2.909614889,3.015927167,6.334075079,3.027451052,2.977053663,3.030141063,3.034803321,3.086414941,3.056036382,2.945830102,3.147777696,2.940420424,2.975799089,3.030170514,5.015371009,3.114736222,2.994542415,2.940701396,3.005625787,3.020326446,2.885374496,7.379060441,3.134569069,3.233712162,3.117319425,3.026319374,3.063532817,3.034391612,3.046104298,3.055543974,2.986384603,4.454169307,3.093695724,3.08741316,2.957033979,3.271847077,2.972871237,3.088069344,2.900105628,3.090642812,3.030781931,3.052865306,5.746672512,3.24546435,3.185543094,3.115895287,2.97655091,2.984720243,2.90089491,3.05867604,3.344855283,7.714361017,6.623979898,3.116307504,2.993287912,3.228023592,3.084824673,2.987356394,3.090722463,3.325322291,2.881522234,3.08128377,2.972563352,2.945509643,3.097659612,2.914202344,3.122279391,2.823169405,3.060822676,2.932425683,3.197882944,3.28329042,2.959817622
APBB2,5.223565635,4.193097654,4.116734792,3.504276397,6.897607305,6.013045685,4.487417877,5.185600748,4.201054605,6.35641662,3.46024243,4.853895344,6.169663762,5.675759731,4.797416968,7.901772458,6.380553158,6.605513221,5.854825317,5.644821796,4.426192876,5.051809341,4.038794745,4.917219436,7.177023047,3.420393078,5.205711036,6.229301578,4.821094539,4.181289846,6.04485708,5.048464311,8.434309885,5.26123664,5.595578233,5.327345157,6.386785262,5.9827647,4.313845183,6.696283327,5.395134648,5.609399251,6.416931333,5.520448637,4.845428626,4.382924449,4.676771753,5.17187155,6.077966967,5.232603281,4.385822546,4.812756037,4.715648328,4.581058029,5.72613189,4.666147427,4.799047038,5.326038595,4.581356674,3.254545561,3.710434089,5.153021516,4.885082691,5.219292555,7.239816114,3.998972785,4.47251106,5.54883866,5.807055624,4.594393805,3.897476892,5.626748,5.089340245,5.513442044,4.519010844,5.612633027,7.30202856,4.841535044,4.783312197,4.150574613,4.609884164
RNF167,4.679008539,4.485175875,4.869649472,5.390557663,5.318031699,5.445573564,5.487990172,5.210625995,5.672601526,4.863856533,5.514527555,6.602113029,6.578179598,5.089045942,5.044080721,5.382162868,5.328683728,4.018262848,4.309317052,5.292364367,5.609861867,4.662607211,4.554176409,6.026620995,5.097447406,6.191661577,4.873274681,4.842020161,4.949589699,4.925943708,5.304289547,5.425023204,4.20303428,5.066903974,4.921359902,4.498431337,4.50575956,4.39989659,5.045559905,4.473432708,4.3908344,4.604066083,4.54039016,4.615513992,5.236355074,5.197715162,4.856970509,4.631797107,5.0977631,4.195326028,4.796102924,5.438709764,5.342189066,5.57042955,4.83944119,6.278067105,5.532304488,4.466027222,4.444773038,5.249107496,6.062383303,5.049947181,5.354121837,4.956069331,5.34432391,4.889537559,5.267586417,4.489431381,4.922499235,5.723623016,5.029173256,4.227339824,4.192314782,5.96795564,5.376069021,5.007242996,4.51277902,4.079309567,6.505157751,4.770769246,5.891565148
